BIL      ,LONGITUD,LATITUD,"KOD FASILITI
","NAMA
","ALAMAT 
",POSKOD           ,LOKASI                             ,PEJABAT KESIHATAN DAERAH,"BANDAR
",DAERAH           ,"NEGERI
",PURATA BEBAN KERJA SEHARI,"JENIS KLINIK (BERDASARKAN PURATA BEBAN KERJA SEHARI)                                                                                                                                 KK1 = >800, KK2 = 500-800, KK3 = 300-500, KK4 =150 -300, KK5 = 100-150, KK6 = 50-100, KK7 = <50",NO TELEFON                          ,NO FAX             ,VAKSIN BCG (Tuberculosis),VAKSIN HEP B (Hepatitis B),"VAKSIN DTaP-Hib/IPV (Difteria, Tetanus, Pertusis, Hemophilus Influenza B, Polio)","VAKSIN MMR (Measles, Mumps, Rubella)",VAKSIN JE (Japaneese Encephalitis),VAKSIN Measles
585,102.048440,5.142550,21-03020041,KK BERTAM BARU,GUA MUSANG,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,61,KK6,09-9126626,09-9121009 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
586,102.206880,4.972490,21-03020046,KK CHIKU 3,GUA MUSANG,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,180,KK4,09-9285333,09-9285175,Ada,Ada,Ada,Ada,Tiada,Tiada
587,102.074550,4.998240,21-03020053,KK JERAM TEKOH,GUA MUSANG,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,110,KK5,09-9126308,09-9121009,Ada,Ada,Ada,Ada,Tiada,Tiada
588,101.787778,4.900583,21-03020198,KK KUALA BETIS,GUA MUSANG,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,76,KK6,09-9150103,09-9121009 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
589,102.339910,5.152521,21-03020211,KK LEBIR,GUA MUSANG,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,25,KK7,09-9159001,09-9121009 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
590,101.461487,4.631137,21-03020315,KK LOJING,GUA MUSANG,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,46,KK7,09-9221406,-,Ada,Ada,Ada,Ada,Tiada,Tiada
591,101.733728,5.704542,21-03020323,KK MERANTO,KAMPONG MERANTO,18300,LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,32,KK7,09-9120610,-,Ada,Ada,Ada,Ada,Tiada,Tiada
592,102.005410,5.167180,21-03020153,KK JEREK,"KAMPUNG JEREK,WAKIL POS BERTAM",18300, LUAR BANDAR,PKD GUA MUSANG,GUA MUSANG,GUA MUSANG,KELANTAN,40,KK7,010-5726382,,Ada,Ada,Ada,Ada,Tiada,Tiada
593,101.733728,5.704542,21-03030088,KK BATU MELINTANG,"KAMPUNG BATU MELINTANG, BATU MELINTANG",17520, LUAR BANDAR,PKD JELI,JELI,JELI,KELANTAN,49,KK7,09-9447233,-,Ada,Ada,Ada,Ada,Tiada,Tiada
594,101.747139,5.716630,21-03030024,KK JELI,PEJABAT KESIHATAN JELI,17600,LUAR BANDAR,PKD JELI,JELI,JELI,KELANTAN,219,KK4,09-9440733,09-9440275 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
595,101.913192,5.445019,21-03030058,KK KUALA BALAH,KUALA BALAH,17510,LUAR BANDAR,PKD JELI,JELI,JELI,KELANTAN,158,KK4,09-9361233,09-9362578,Ada,Ada,Ada,Ada,Tiada,Tiada
596,101.883830,5.559569,21-03030214,KK LUBOK BONGOR,KUALA BALAH,17600,LUAR BANDAR,PKD JELI,JELI,JELI,KELANTAN,49,KK7,09-9361022,09-9440275 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
597,101.886500,5.778850,21-03030029,KK AYER LANAS,AIR LANAS,17700,LUAR BANDAR,PKD JELI,JELI,JELI,KELANTAN,169,KK4,09-9468333,09-9440275 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
598,102.228509,6.101680,21-03040173,KK PINTU GENG,JLN PINTU GENG,15100, LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,87,KK6,09-7471997,-,Ada,Ada,Ada,Ada,Tiada,Tiada
599,102.241714,6.125214,21-03040033,KK BANDAR KOTA BHARU,JALAN HOSPITAL,15580,BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,1025,KK1,09-7475770,09-7472821,Ada,Ada,Ada,Ada,Tiada,Tiada
600,102.267420,6.187800,21-03040030,KK BADANG,JALAN PCB,15350,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,236,KK4,09-7730333,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
601,102.242478,6.017110,21-03040043,KK CABANG 3 PEROL,KOTA BHARU,16010,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,203,KK4,09-7123335,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
602,102.306850,6.114020,21-03040055,KK KEDAI LALAT,KOTA BHARU,16150,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,271,KK4,09-7666733,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
603,102.254891,5.957736,21-03040057,KK KETEREH,KOTA BHARU,16450,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,257,KK4,09-7886055,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
604,102.244047,5.914780,21-03040195,KK KOK LANAS,"KILOMETER 25, JALAN KUALA KRAI",16450,LUAR BANDAR,PKD KOTA BHARU,KETEREH,KOTA BHARU,KELANTAN,218,KK4,09-7880900,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
605,102.272430,6.091269,21-03040059,KK KUBANG KERIAN,KOTA BHARU,16150,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,319,KK4,09-7667330,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
606,102.200672,5.994381,21-03040061,KK LUNDANG PAKU,KOTA BHARU,15100,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,215,KK4,09-7964277,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
607,102.238427,6.147089,21-03040066,KK PENAMBANG,LOT NO 348-A JALAN PANTAI CAHAYA BULAN KG. PENAMBANG,15350,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,171,KK4,09 7442760,09-7474519,Ada,Ada,Ada,Ada,Tiada,Tiada
608,102.280630,6.162320,21-03040067,KK PENGKALAN CHEPA,KOTA BHARU,16100,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,467,KK3,09-7714030,09-7714031,Ada,Ada,Ada,Ada,Tiada,Tiada
609,102.285140,6.020120,21-03040069,KK PERINGAT,KOTA BHARU,16400,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,289,KK4,09-7127433,09-7448559 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
610,102.236489,6.084371,21-03040078,KK WAKAF CHE YEH,JALAN PASIR MAS SALOR,15100,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,263,KK4,09-7446333,09-7418708,Ada,Ada,Ada,Ada,Tiada,Tiada
611,102.253007,6.176182,21-03040159,KK KIJANG,JALAN PCB BADANG,15350,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,108,KK5,09-7732142,-,Ada,Ada,Ada,Ada,Tiada,Tiada
612,102.299671,6.051880,21-03040139,KK BEREK,JALAN BUKIT MARAK,16450,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,75,KK6,09-7650105,,Ada,Ada,Ada,Ada,Tiada,Tiada
613,102.270640,6.137627,21-03040148,KK CHEMPAKA,JALAN PANJI,16100,LUAR BANDAR,PKD KOTA BHARU,KOTA BHARU,KOTA BHARU,KELANTAN,208,KK4,09-7732341,,Ada,Ada,Ada,Ada,Tiada,Tiada
614,102.275655,5.517735,21-03050089,KK BATU MENGKEBANG,KUALA KRAI,18000, LUAR BANDAR,PKD KUALA KRAI,KUALA KRAI,KUALA KRAI,KELANTAN,76,KK6,09-9609290,-,Ada,Ada,Ada,Ada,Tiada,Tiada
615,101.991577,5.409664,21-03050103,KK BIAK,KUALA KRAI,18000, LUAR BANDAR,PKD KUALA KRAI,KUALA KRAI,KUALA KRAI,KELANTAN,18,KK7,09-9339002,-,Ada,Ada,Ada,Ada,Tiada,Tiada
616,102.204046,5.538634,21-03050034,KK BANDAR KUALA KRAI,JALAN PINTAS KELANTAN,18000,LUAR BANDAR,PKD KUALA KRAI,KUALA KRAI,KUALA KRAI,KELANTAN,377,KK3,09-9605667,09-9663303,Ada,Ada,Ada,Ada,Tiada,Tiada
617,102.010220,5.375170,21-03050047,KK DABONG,KUALA KRAI,18200,LUAR BANDAR,PKD KUALA KRAI,DABONG,KUALA KRAI,KELANTAN,129,KK5,09-9602221,09-9609024,Ada,Ada,Ada,Ada,Tiada,Tiada
618,102.271411,5.309497,21-03050163,KK LALOH,KUALA KRAI,18000,LUAR BANDAR,PKD KUALA KRAI,KUALA KRAI,KUALA KRAI,KELANTAN,86,KK6,09-9668826,09-9663303,Ada,Ada,Ada,Ada,Tiada,Tiada
619,102.242830,5.381480,21-03050063,KK MANIK URAI,KUALA KRAI,18050,LUAR BANDAR,PKD KUALA KRAI,KUALA KRAI,KUALA KRAI,KELANTAN,193,KK4,09-9665133,09-9606873,Ada,Ada,Ada,Ada,Tiada,Tiada
620,102.222680,5.485890,21-03050065,KK PAHI,KUALA KRAI,18000,LUAR BANDAR,PKD KUALA KRAI,KUALA KRAI,KUALA KRAI,KELANTAN,133,KK5,09-9609343,09-9609024,Ada,Ada,Ada,Ada,Tiada,Tiada
621,102.289811,5.759925,21-03060097,KK BELUKAR ,JLN MACHANG P PUTEH,18500,BANDAR,PKD MACHANG,MACHANG,MACHANG,KELANTAN,94,KK6,09-9766544,-,Ada,Ada,Ada,Ada,Tiada,Tiada
622,102.210601,5.710186,21-03060037,KK BATU 30,"BATU 30, MACHANG,JALAN KUALA KRAI",18500,LUAR BANDAR,PKD MACHANG,MACHANG,MACHANG,KELANTAN,189,KK4,09-9752355/ 09-9752833,09-9753578 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
623,102.225228,5.830814,21-03060060,KK LABOK,LABOK,18400,LUAR BANDAR,PKD MACHANG,LABOK,MACHANG,KELANTAN,214,KK6,09-7878533/ 09-7870703/ 09-7870139,09-9753578 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
624,102.232240,5.872973,21-03060070,KK PULAI CHONDONG,"KG PULAI CHONDONG, MACHANG",16600,LUAR BANDAR,PKD MACHANG,MACHANG,MACHANG,KELANTAN,233,KK4,09-7878333/ 09-7878444,09-9753578 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
625,102.155210,5.715940,21-03060074,KK TEMANGAN,TEMANGAN,18400,LUAR BANDAR,PKD MACHANG,MACHANG,MACHANG,KELANTAN,122,KK5,09-9752633/ 09-9755330,09-9753578 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
626,102.194390,5.894590,21-03060138,KK KG BANDAR,"JALAN KEMUBU, PULAI CHONDONG",16600,LUAR BANDAR,PKD MACHANG,MACHANG,MACHANG,KELANTAN,67,KK6,09-9770108 / 014-8370610,-,Ada,Ada,Ada,Ada,Tiada,Tiada
627,102.214205,5.767540,21-03060279,KK MACHANG,MACHANG,18500,BANDAR,PKD MACHANG,MACHANG,MACHANG,KELANTAN,225,KK4,09-9751039 / 09-9752333,09-9753578,Ada,Ada,Ada,Ada,Tiada,Tiada
628,102.015830,5.969170,21-03070202,KK KUBANG KUAL,PASIR MAS,17200, LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,53,KK6,09-7904973,-,Ada,Ada,Ada,Ada,Tiada,Tiada
629,102.140150,6.045570,21-03070035,KK BANDAR PASIR MAS,PASIR MAS,17000,BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,544,KK2,09-7901333 ,09-7907497,Ada,Ada,Ada,Ada,Tiada,Tiada
630,102.187647,5.919025,21-03070044,KK CHEKOK,PASIR MAS,17060,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,190,KK4,09-7942333,09-7942033,Ada,Ada,Ada,Ada,Tiada,Tiada
631,102.018306,6.029609,21-03070129,KK GUAL PERIOK,PASIR MAS,17200,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,72,KK6,-,-,Ada,Ada,Ada,Ada,Tiada,Tiada
632,101.972890,6.013674,21-03070071,KK RANTAU PANJANG,JALAN BESAR RANTAU PANJANG-LUBOK STOL,17200,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,295,KK4,09-7950333,09-7952975,Ada,Ada,Ada,Ada,Tiada,Tiada
633,102.207637,6.069967,21-03070075,KK TENDONG,PASIR MAS,17030,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,319,KK3,09-7198333,09-7193014,Ada,Ada,Ada,Ada,Tiada,Tiada
634,102.188054,5.994649,21-03070054,KK KANGKONG,JALAN PASIR MAS TANAH MERAH,17040,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,224,KK4,09-7943155,09-7943393,Ada,Ada,Ada,Ada,Tiada,Tiada
635,102.101019,6.096198,21-03070064,KK MERANTI,"JLN BANGGOL CHE WAN, MERANTI",17010,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,269,KK4,09-7975057/ 09-7978466,09-7975057,Ada,Ada,Ada,Ada,Tiada,Tiada
636,102.150903,5.965611,21-03070076,KK TO' UBAN,TO' UBAN PASIR MAS,17050,LUAR BANDAR,PKD PASIR MAS,PASIR MAS,PASIR MAS,KELANTAN,187,KK4,09-7941333,09-7942023,Ada,Ada,Ada,Ada,Tiada,Tiada
637,102.371610,5.799620,21-03080052,KK JERAM,PASIR PUTEH,16800,BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,119,KK5,09-7867033,09-7891478,Ada,Ada,Ada,Ada,Tiada,Tiada
638,102.338114,5.863541,21-03080084,KK BANGGOL PA' ESAH,KAMPUNG BANGGUL PA'ESAH,16400,LUAR BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,98,KK6,09-7521031,09-7867488 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
639,102.416944,5.788889,21-03080048,KK GAAL,PASIR PUTEH,16410,LUAR BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,130,KK5,09-7867199,09-7867488 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
640,102.332778,5.896667,21-03080072,KK SELISING,PASIR PUTEH,16810,LUAR BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,278,KK4,09-7891433,09-7867488 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
641,102.486734,5.868321,21-03080045,KK CHERANG RUKU,SEMERAK PASIR PUTEH,16700,LUAR BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,215,KK4,09-6912333,09-7867488 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
642,102.424743,5.869746,21-03080128,KK GONG KULIM,KAMPUNG KULIM,16800,LUAR BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,41,KK7,09-7520734,-,Ada,Ada,Ada,Ada,Tiada,Tiada
643,102.405283,5.832856,21-03080280,KK PASIR PUTEH,PASIR PUTEH,16800,LUAR BANDAR,PKD PASIR PUTEH,PASIR PUTEH,PASIR PUTEH,KELANTAN,278,KK4,09-7867355,-,Ada,Ada,Ada,Ada,Tiada,Tiada
644,101.982327,5.810990,21-03090038,KK BATU GAJAH,"BATU 13, JALAN -JELI ",17510,LUAR BANDAR,PKD TANAH MERAH,TANAH MERAH,TANAH MERAH,KELANTAN,199,KK4,09-9581033/ 09-9581036,09-9581228,Ada,Ada,Ada,Ada,Tiada,Tiada
645,102.051920,5.743270,21-03090050,KK GUAL IPOH,KG GUAL IPOH ,17500,LUAR BANDAR,PKD TANAH MERAH,TANAH MERAH,TANAH MERAH,KELANTAN,200,KK4,09-9551949,09-9556533 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
646,102.005575,5.855361,21-03090056,KK KEMAHANG,FELDA KEMAHANG ,17500,LUAR BANDAR,PKD TANAH MERAH,TANAH MERAH,TANAH MERAH,KELANTAN,141,KK5,09-9581192,09-9556533 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
647,102.167447,5.854215,21-03090095,KK BELIMBING,KG BELIMBING,17500,LUAR BANDAR,PKD TANAH MERAH,TANAH MERAH,TANAH MERAH,KELANTAN,61,KK6,09-9555330,-,Ada,Ada,Ada,Ada,Tiada,Tiada
648,101.898979,5.830897,21-03090107,KK BUKIT BUNGA,"KG BUKIT BUNGA, JALAN TANAH MERAH-JELI",17500,LUAR BANDAR,PKD TANAH MERAH,TANAH MERAH,TANAH MERAH,KELANTAN,48,KK7,09-9469068,-,Ada,Ada,Ada,Ada,Tiada,Tiada
649,102.143950,5.804750,21-03090281,KK TANAH MERAH,JALAN KLINIK ,17500,LUAR BANDAR,PKD TANAH MERAH,TANAH MERAH,TANAH MERAH,KELANTAN,475,KK3,09-9556315,09-9551233,Ada,Ada,Ada,Ada,Tiada,Tiada
650,102.238598,6.201184,21-03100269,KK TELOK RENJUNA,TUMPAT,16040, LUAR BANDAR,PKD TUMPAT,TELOK REJUNA,TUMPAT,KELANTAN,235,KK7,09-7981023,-,Ada,Ada,Ada,Ada,Tiada,Tiada
651,102.165532,6.160614,21-03100098,KK BENDANG KERIAN,TUMPAT,16200, LUAR BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,58,KK6,09-7253539,-,Ada,Ada,Ada,Ada,Tiada,Tiada
652,102.170410,6.193970,21-03100036,KK BANDAR TUMPAT,TUMPAT,16200,BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,266,KK4,09-7255500,09-7252846,Ada,Ada,Ada,Ada,Tiada,Tiada
653,102.116375,6.182428,21-03100042,KK BUNOHAN,JALAN PANGKALAN KUBOR,16200,LUAR BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,233,KK4,09-7211033,09-7212997,Ada,Ada,Ada,Ada,Tiada,Tiada
654,102.111172,6.215414,21-03100068,KK PENGKALAN KUBOR,TUMPAT,16200,LUAR BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,221,KK4,09-7211570,09-7213126,Ada,Ada,Ada,Ada,Tiada,Tiada
655,102.232982,6.177484,21-03100073,KK SUNGAI PINANG,PALEKBANG,16040,LUAR BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,170,KK4,09-7255133,09-7254843,Ada,Ada,Ada,Ada,Tiada,Tiada
656,102.202480,6.122430,21-03100077,KK WAKAF BHARU,WAKAF BAHRU,16250,LUAR BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,338,KK3,09-7196333,09-7196225,Ada,Ada,Ada,Ada,Tiada,Tiada
657,102.193306,6.118577,21-03100276,KK WAKAF DELIMA,KAMPUNG WAKAF DELIMA,16250,LUAR BANDAR,PKD TUMPAT,TUMPAT,TUMPAT,KELANTAN,63,KK6,09-7196907,-,Ada,Ada,Ada,Ada,Tiada,Tiada
658,115.691497,5.526393,21-12010082,KK MEMBAKUT,"PEKAN MEMBAKUT, PETI SURAT 173, MEMBAKUT",89727,LUAR BANDAR,PK KAWASAN BEAUFORT,BEAUFORT,BEAUFORT,SABAH,152,KK4,087-887541 / 087-887542,087-212095 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
659,115.745043,5.343742,21-12010090,KK PADAS DAMIT,KAMPUNG PADAS DAMIT,89807,LUAR BANDAR,PK KAWASAN BEAUFORT,BEAUFORT,BEAUFORT,SABAH,73,KK6,087-209653,087-212095 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
660,115.602629,5.214622,21-12010130,KK WESTON,PEKAN WESTON,89807,LUAR BANDAR,PK KAWASAN BEAUFORT,BEAUFORT,BEAUFORT,SABAH,59,KK6,087- 871201,087-212095 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
661,115.627110,5.447510,21-12010068,KK KOTA KLIAS,KAMPUNG KILAS,89807,LUAR BANDAR,PK KAWASAN BEAUFORT,BEAUFORT,BEAUFORT,SABAH,65,KK6,087-881143,087-212095 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
662,117.120457,5.630000,21-12020306,KK TAGAS-TAGAS,"KAMPUNG TAGAS-TAGAS,TAGAS-TAGAS",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,25,KK7,089-239700,-,Ada,Ada,Ada,Ada,Tiada,Ada
663,117.441940,5.827220,21-12020070,KK KUALA SAPI,"KAMPUNG KUALA SAPI, SAPI",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,25,KK7,088-552602,089-511177 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
664,117.328400,5.950150,21-12020089,KK NANGOH RUMEDI,"KAMPUNG NANGOH RUMEDI, NANGOH",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,80,KK5,019-8500990 (JM),089-511177 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
665,117.395830,6.410830,21-12020093,KK PAITAN,"PEKAN PAITAN, PAITAN",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,49,KK7,089-262005,089-511177 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
666,117.366670,6.250000,21-12020111,KK SUNGAI-SUNGAI,"KAMPUNG SUNGAI-SUNGAI, SUNGAI SUNGAI",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,62,KK6,088-511122 / 088-892002,089-511177 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
667,117.437474,5.716767,21-12020117,KK TANGKARASON,"KAMPUNG TANGKARASON, TANGKARASON",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,29,KK7,088-511122 / 088-892001,089-511177 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
668,117.120457,5.630000,21-12020120,KK TELUPID,"PEKAN TELUPID, TELUPID, PETI SURAT 11",89300,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,201,KK4,089-521733,089-521333,Ada,Ada,Ada,Ada,Tiada,Ada
669,117.257670,6.215360,21-12020228,KK LINGKABAU,"KAMPUNG LINGKABAU, LINGKABAU",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,19,KK7,013-8973550 (JM),089-511177 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
670,117.442000,6.668010,21-12020188,KK JAMBONGAN,"PULAU JAMBONGAN, JAMBONGAN",90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,13,KK7,089-239304,-,Ada,Ada,Ada,Ada,Tiada,Ada
671,117.696390,6.419740,21-12020327,KK TERUSAN SUGUT,KAMPUNG TERUSAN SUGUT,90108,LUAR BANDAR,PK KAWASAN BELURAN,BELURAN,BELURAN,SABAH,28,KK7,098-239006,-,Ada,Ada,Ada,Ada,Tiada,Ada
672,117.117730,6.241500,21-12020367,KK ABUAN,"KAMPUNG ABUAN, BELURAN",90108,LUAR BANDAR,PK KAWASAN KENINGAU,KENINGAU,BELURAN,SABAH,10,KK7,-,-,Ada,Ada,Ada,Ada,Tiada,Ada
673,116.262140,5.462500,21-12030051,KK APIN-APIN,"JALAN APIN-APIN-KOTA KINABALU, KG KIKIRAN, APIN-APIN",89007,LUAR BANDAR,PK KAWASAN KENINGAU,KENINGAU,KENINGAU,SABAH,154,KK4,087-337371,087-332969 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
674,116.192780,5.404440,21-12030052,KK BINGKOR,"JALAN BUNSIT, PEKAN BINGKOR",89007,LUAR BANDAR,PK KAWASAN KENINGAU,KENINGAU,KENINGAU,SABAH,129,KK5, 087-391158 ,087-332969 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
675,116.159749,5.340861,21-12030078,KK MANSIAT,"KG MANISAT, SOOK",89007,LUAR BANDAR,PK KAWASAN KENINGAU,KENINGAU,KENINGAU,SABAH,69,KK6,087-391158,087-332969 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
676,116.308656,5.148216,21-12030107,KK SOOK,"JALAN TULID-MANSIAT, SOOK KENINGAU",89007,LUAR BANDAR,PK KAWASAN KENINGAU,KENINGAU,KENINGAU,SABAH,236,KK4,087-724003,087-332969 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
677,116.422398,5.326288,21-12030126,KK TULID,"JALAN TULID, KG. TULID, SOOK",89007,LUAR BANDAR,PK KAWASAN KENINGAU,KENINGAU,KENINGAU,SABAH,74,KK6,087-345002,087-332969 (PKK),Ada,Ada,Ada,Ada,Tiada,Ada
678,116.438669,6.400860,21-12050060,KK JAWI-JAWI,"KG JAWI-JAWI, JALAN BYPASS KUDAT",89159,LUAR BANDAR,PK KOTA BELUT,KOTA BELUD,KOTA BELUD,SABAH,149,KK5,088-976001,088-977601 (PKD),Ada,Ada,Ada,Ada,Tiada,Ada
679,116.448890,6.226110,21-12050113,KK TAGINAMBUR,"BATU 10, JALAN RANAU BYPASS",89158,LUAR BANDAR,PK KOTA BELUT,KOTA BELUD,KOTA BELUD,SABAH,157,KK4,088-976437,088-977601 (PKD),Ada,Ada,Ada,Ada,Tiada,Ada
680,116.115700,6.000260,21-12060226,KK LIKAS,"JALAN HAIWAN, KAMPUNG LIKAS",88400,BANDAR,PK KAWASAN KOTA KINABALU,KOTA KINABALU,KOTA KINABALU,SABAH,108,KK5,088-433357,-,Ada,Ada,Ada,Ada,Tiada,Ada
681,116.142610,5.987870,21-12060059,KK INANAM,"JALAN KIONSOM, PEKAN INANAM, INANAM",88450,BANDAR,PK KAWASAN KOTA KINABALU,KOTA KINABALU,KOTA KINABALU,SABAH,346,KK3,088-421694,088-421694,Ada,Ada,Ada,Ada,Tiada,Ada
682,116.090914,5.946239,21-12060077,KK LUYANG,"JALAN LINTAS, LUYANG",88300,BANDAR,PK KAWASAN KOTA KINABALU,KOTA KINABALU,KOTA KINABALU,SABAH,840,KK1,088-715000 / 088-719424 / 088-719427,088-715006,Ada,Ada,Ada,Ada,Tiada,Ada
683,116.158043,6.029743,21-12060084,KK MENGGATAL,"JALAN TUARAN LAMA, PEKAN MENGGATAL",88450,BANDAR,PK KAWASAN KOTA KINABALU,KOTA KINABALU,KOTA KINABALU,SABAH,604,KK2,088-493915 / 088-491479,088-491422,Ada,Ada,Ada,Ada,Tiada,Ada
